utterance,intent,category,tags,tagalog
I have to add several items to an order,change_order,ORDER,BM,Kailangan kong idagdag ang ilang bagay sa isang order
I want to add some items to an order,change_order,ORDER,BM,Nais kong idagdag ang ilang bagay sa isang order
I don't know how I could change some items of an order,change_order,ORDER,BMP,Hindi ko alam kung paano ko mababago ang ilang bagay ng isang order
help with changing my order,change_order,ORDER,B,sa pagbabago ng aking kaayusan
I need to add some items to an order,change_order,ORDER,BM,Kailangan kong idagdag ang ilang bagay sa isang order
help me add several items to an order,change_order,ORDER,BM,ay nakatulong sa akin na idagdag ang ilang bagay sa isang order
I do not know how I could add something,change_order,ORDER,BEP,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay
I want assistance to remove something from an order,change_order,ORDER,B,Nais ko ng tulong upang alisin ang isang bagay mula sa isang utos
problem with adding some items to an order,change_order,ORDER,BM,problema sa pagdaragdag ng ilang bagay sa isang order
I do not know how I can remove several items from an order,change_order,ORDER,BEM,Hindi ko alam kung paano ko maaalis ang ilang bagay sa isang order
I need help to add an item,change_order,ORDER,B,Kailangan ko ng tulong upang magdagdag ng isang bagay
can you help me to remove an item?,change_order,ORDER,BI,Matutulungan mo ba akong alisin ang isang bagay?
I cannot remove some items from an order,change_order,ORDER,BEM,Hindi ko matanggal ang ilang bagay sa isang order
I have to remove several items,change_order,ORDER,BM,Kailangan kong tanggalin ang ilang bagay
problem with removing some items from an order,change_order,ORDER,BM,problema sa pag - aalis ng ilang bagay mula sa isang utos
could you help me remove some items from an order?,change_order,ORDER,BIMP,Matutulungan mo ba akong alisin ang ilang bagay mula sa isang utos?
help me remove an item from an order,change_order,ORDER,B,ay tutulong sa akin na alisin ang isang bagay mula sa isang utos
I do not know how I can add an item,change_order,ORDER,BE,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay
I would like to change the last order,change_order,ORDER,BP,Gusto kong baguhin ang huling order
how can I remove some items from an order?,change_order,ORDER,BIM,paano ko maaalis ang ilang bagay sa isang orden?
I need help removing some items,change_order,ORDER,BM,Kailangan ko ng tulong sa pag - aalis ng ilang bagay
could you help me add something to an order?,change_order,ORDER,BIP,Matutulungan mo ba akong magdagdag ng isang bagay sa isang utos?
could you help me changing my order?,change_order,ORDER,BIP,Matutulungan mo ba akong baguhin ang aking utos?
help me change several items of an order,change_order,ORDER,BM,ay nakatulong sa akin na baguhin ang ilang bagay ng isang order
I want help changing some items of an order,change_order,ORDER,BM,Gusto kong makatulong sa pagbabago ng ilang bagay ayon sa pagkakasunud - sunod
I have problems with removing something from an order,change_order,ORDER,BM,Nahihirapan akong alisin ang isang bagay mula sa isang utos
information about order changes,change_order,ORDER,BM,tungkol sa pagbabago ng pagkakasunud - sunod
I don't know how I could add something,change_order,ORDER,BP,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay
the items I have purchased aren't the ones I wanted,change_order,ORDER,BM,ang mga bagay na binili ko ay hindi ang mga bagay na nais ko
I have a problem with removing several items,change_order,ORDER,BM,May problema ako sa pag - aalis ng ilang bagay
help me to remove some items from an order,change_order,ORDER,BM,ay nakatulong sa akin na alisin ang ilang bagay mula sa isang utos
I would like to add some items to an order,change_order,ORDER,BMP,Nais kong idagdag ang ilang bagay sa isang order
I need help changing my order,change_order,ORDER,B,Kailangan ko ng tulong upang baguhin ang aking kaayusan
I try to change an item of an order,change_order,ORDER,B,Sinisikap kong baguhin ang isang bagay ng isang utos
I don't know how I can remove several items from an order,change_order,ORDER,BM,Hindi ko alam kung paano ko maaalis ang ilang bagay sa isang order
I am trying to change the last order I have made,change_order,ORDER,B,Sinisikap kong baguhin ang huling order na ginawa ko
would it be possible to change an order?,change_order,ORDER,BIP,Posible kayang baguhin ang isang utos?
can you help me to remove several items?,change_order,ORDER,BIM,Matutulungan mo ba akong alisin ang ilang bagay?
I have missed some items in the order,change_order,ORDER,BM,Hinahanap - hanap ko ang ilang bagay ayon sa pagkakasunud - sunod
how do I remove several items?,change_order,ORDER,BIM,paano ko inaalis ang ilang bagay?
will you give me information about order changes?,change_order,ORDER,BIMP,Bibigyan mo ba ako ng impormasyon tungkol sa mga pagbabago sa pagkakasunud - sunod?
I have a problem with changing the order I have made,change_order,ORDER,B,May problema ako sa pagbabago ng utos na ginawa ko
help to change the last order I have made,change_order,ORDER,B,na baguhin ang huling order na ginawa ko
how to change an order?,change_order,ORDER,BI,kung paano babaguhin ang isang utos?
help me removing several items,change_order,ORDER,BM,ay nakatulong sa akin na alisin ang ilang bagay
I would like to remove something,change_order,ORDER,BP,Nais kong alisin ang isang bagay
can you help me to add something to an order?,change_order,ORDER,BI,Matutulungan mo ba akong magdagdag ng isang bagay sa isang utos?
help to remove some items from an order,change_order,ORDER,BM,ay tumutulong upang alisin ang ilang bagay mula sa isang utos
problem with removing something from an order,change_order,ORDER,B,problema sa pag - aalis ng isang bagay mula sa isang utos
I have problems with adding something,change_order,ORDER,BM,May problema ako sa pagdaragdag ng isang bagay
I do not know how I can change an item of an order,change_order,ORDER,BE,Hindi ko alam kung paano ko mababago ang isang bagay ng isang order
I have a question about changing the last order I have made,change_order,ORDER,B,May tanong ako tungkol sa pagbabago ng huling utos na ginawa ko
I want assistance to change an order,change_order,ORDER,B,Nais ko ng tulong upang baguhin ang isang utos
could I add something to an order?,change_order,ORDER,BIP,May maidaragdag pa kaya ako sa isang utos?
would it be possible to change something of an order?,change_order,ORDER,BIP,Posible kayang baguhin ang isang bagay ng isang utos?
I do not know how I can add several items,change_order,ORDER,BEM,Hindi ko alam kung paano ako makapagdaragdag ng ilang bagay
I would like to add several items to an order,change_order,ORDER,BMP,Nais kong magdagdag ng ilang bagay sa isang order
I need assistance removing several items from an order,change_order,ORDER,BM,Kailangan ko ng tulong upang alisin ang ilang bagay mula sa isang utos
information about changing orders,change_order,ORDER,BM,tungkol sa pagbabago ng mga order
could you help me to remove an item?,change_order,ORDER,BIP,Matutulungan mo ba akong alisin ang isang bagay?
can I change the order I made?,change_order,ORDER,BI,Mababago ko ba ang utos na ginawa ko?
I have got to change several items of an order,change_order,ORDER,BM,Kinailangan kong baguhin ang ilang bagay ng isang order
I want to remove an item from an order,change_order,ORDER,B,Gusto kong alisin ang isang bagay mula sa isang order
I have a problem with changing the last order,change_order,ORDER,B,May problema ako sa pagbabago ng huling order
help with changing something of an order,change_order,ORDER,B,sa pagbabago ng isang bagay sa isang utos
can you help me add several items to an order?,change_order,ORDER,BIM,Matutulungan mo ba akong magdagdag ng ilang bagay sa isang order?
I want help adding several items to an order,change_order,ORDER,BM,Gusto kong makatulong sa pagdagdag ng ilang bagay sa isang order
I want assistance to change the last order I made,change_order,ORDER,B,Nais ko ng tulong upang baguhin ang huling order na ginawa ko
I need assistance with adding some items,change_order,ORDER,BM,Kailangan ko ng tulong sa pagdaragdag ng ilang bagay
question about changing my order,change_order,ORDER,B,tungkol sa pagbabago ng aking kaayusan
assistance with changing several items of an order,change_order,ORDER,BM,sa pagbabago ng ilang bagay ayon sa pagkakasunud - sunod
I need help to add an item to an order,change_order,ORDER,B,Kailangan ko ng tulong upang maidagdag ang isang bagay sa isang order
I forgot to include some items in the order,change_order,ORDER,BM,Nakalimutan kong isama ang ilang bagay ayon sa pagkakasunud - sunod
can you help me to change my last order?,change_order,ORDER,BI,Matutulungan mo ba akong baguhin ang aking huling utos?
I want help to add something,change_order,ORDER,B,Nais ko ng tulong upang magdagdag ng isang bagay
I missed some items,change_order,ORDER,BM,Hinahanap - hanap ko ang ilang bagay
I am trying to add something to an order,change_order,ORDER,B,Sinisikap kong magdagdag ng isang bagay sa isang utos
I don't know how to change some items of an order,change_order,ORDER,BM,Hindi ko alam kung paano babaguhin ang ilang bagay ng isang order
can I change the last order?,change_order,ORDER,BI,Mababago ko ba ang huling order?
help changing an order I made,change_order,ORDER,B,ay nakatulong sa akin na baguhin ang isang utos
I try to change my last order,change_order,ORDER,B,Sinisikap kong baguhin ang aking huling utos
I do not know how I could add an item to an order,change_order,ORDER,BEP,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay sa isang order
I have problems with adding some items to an order,change_order,ORDER,BM,Nahihirapan akong magdagdag ng ilang bagay sa isang order
I have problems with changing something of an order,change_order,ORDER,BM,Nahihirapan akong baguhin ang isang bagay ng isang utos
can I remove several items?,change_order,ORDER,BIM,Maaari ko bang alisin ang ilang bagay?
I cannot change several items of an order,change_order,ORDER,BEM,Hindi ko mababago ang ilang bagay ng isang order
could you help me add several items?,change_order,ORDER,BIMP,Matutulungan mo ba akong magdagdag ng ilang bagay?
question about changing the order I made,change_order,ORDER,B,tungkol sa pagbabago ng pagkakasunud - sunod na ginawa ko
assistance to change my order,change_order,ORDER,B,tulong upang baguhin ang aking pagkakasunud - sunod
I have a problem with removing something,change_order,ORDER,B,May problema ako sa pag - aalis ng isang bagay
I need assistance with changing the order I have made,change_order,ORDER,B,Kailangan ko ng tulong sa pagbabago ng utos na ginawa ko
can you help me to change the last order I made?,change_order,ORDER,BI,Matutulungan mo ba akong baguhin ang huling utos na ginawa ko?
I would like to change the last order I have made,change_order,ORDER,BP,Nais kong baguhin ang huling order na ginawa ko
I want help removing several items from an order,change_order,ORDER,BM,Nais ko ng tulong upang alisin ang ilang bagay mula sa isang order
help to add several items to an order,change_order,ORDER,BM,na idagdag ang ilang bagay sa isang pagkakasunud - sunod
I want to remove several items,change_order,ORDER,BM,Gusto kong tanggalin ang ilang bagay
I have got to add several items,change_order,ORDER,BM,Kailangan kong magdagdag ng ilang bagay
assistance to change an order,change_order,ORDER,B,tulong upang baguhin ang isang utos
I have to add something,change_order,ORDER,B,Kailangan kong magdagdag ng isang bagay
I don't know how to add something,change_order,ORDER,B,Hindi ko alam kung paano magdagdag ng isang bagay
help with adding an item to an order,change_order,ORDER,B,sa pagdaragdag ng isang bagay sa isang order
I have a problem with adding an item,change_order,ORDER,B,May problema ako sa pagdaragdag ng isang bagay
I forgot to include some items in my order,change_order,ORDER,BM,Nakalimutan kong isama ang ilang bagay sa aking orden
can I change the order I have made?,change_order,ORDER,BI,Mababago ko ba ang utos na ginawa ko?
I have problems with changing orders,change_order,ORDER,BM,May problema ako sa pagbabago ng mga order
assistance with changing an order,change_order,ORDER,B,tumutulong sa pagbabago ng isang utos
can you help me remove something from an order?,change_order,ORDER,BI,Matutulungan mo ba akong alisin ang isang bagay mula sa isang utos?
I need assistance removing something,change_order,ORDER,B,Kailangan ko ng tulong sa pag - aalis ng isang bagay
could I change the order I made?,change_order,ORDER,BIP,Maaari ko bang baguhin ang utos na ginawa ko?
I try to remove something from an order,change_order,ORDER,B,Sinisikap kong alisin ang isang bagay mula sa isang utos
how to remove some items from an order?,change_order,ORDER,BIM,kung paano aalisin ang ilang bagay mula sa isang utos?
I need help to add some items,change_order,ORDER,BM,Kailangan ko ng tulong upang magdagdag ng ilang bagay
assistance with removing several items from an order,change_order,ORDER,BM,tulong sa pag - aalis ng ilang bagay mula sa isang utos
help me change an item of an order,change_order,ORDER,B,ay nakatulong sa akin na baguhin ang isang bagay na maayos
would it be possible to remove an item?,change_order,ORDER,BIP,Posible kayang alisin ang isang bagay?
I try to add something,change_order,ORDER,B,Sinisikap kong magdagdag ng isang bagay
how can I change several items of an order?,change_order,ORDER,BIM,paano ko mababago ang ilang bagay sa isang orden?
