utterance,intent,category,tags,tagalog,similarity,needs_review,human_corrected_tagalog
problems with canceling my orders,cancel_order,ORDER,BM,problema sa pagkansela ng aking mga utos,0.745061993598938,False,
I need assistance with cancelling the order I made,cancel_order,ORDER,B,Kailangan ko ng tulong sa pagpapawalang - bisa sa utos na ginawa ko,0.3309884071350097,True,
I want assistance to cancel my order,cancel_order,ORDER,B,Nais ko ng tulong upang kanselahin ang aking utos,0.7509543895721436,False,
I don't know how to cancel an order I have made,cancel_order,ORDER,B,Hindi ko alam kung paano kanselahin ang isang utos na ginawa ko,0.6445644497871399,True,
where can I cancel the order I have made?,cancel_order,ORDER,BI,saan ko maaaring kanselahin ang utos na ginawa ko?,0.624549925327301,True,
I need assistance with cancelling the last order,cancel_order,ORDER,B,Kailangan ko ng tulong sa pagkansela ng huling order,0.9103071689605712,False,
assistance canceling my last order,cancel_order,ORDER,B,pagkansela ng aking huling utos,0.6326391696929932,True,
order cancellation,cancel_order,ORDER,BK,pinawalang - bisa ang kaayusan,0.3320122957229614,True,
I have a problem with canceling an order,cancel_order,ORDER,B,May problema ako sa pagkansela ng isang utos,0.6651288866996765,True,
I need assistance cancelling an order,cancel_order,ORDER,B,Kailangan ko ng tulong upang mapawalang - bisa ang isang utos,0.3384639024734497,True,
I have a problem with canceling the order I have made,cancel_order,ORDER,B,May problema ako sa pagpapawalang - bisa sa utos na ginawa ko,0.3846506774425506,True,
can you help me to cancel my order?,cancel_order,ORDER,BI,Matutulungan mo ba akong kanselahin ang utos ko?,0.6970455646514893,True,
I need help with cancelling an order,cancel_order,ORDER,B,Kailangan ko ng tulong sa pagkansela ng isang utos,0.5405510663986206,True,
could you help me cancel an order?,cancel_order,ORDER,BIP,Matutulungan mo ba akong kanselahin ang isang utos?,0.7238636612892151,False,
can you help me cancelling my order?,cancel_order,ORDER,BI,Matutulungan mo ba akong kanselahin ang aking utos?,0.7004178166389465,False,
help with cancelling the last order I have made,cancel_order,ORDER,B,sa pagpapawalang - bisa sa huling utos na ginawa ko,0.2805855274200439,True,
how can I cancel an order I have made?,cancel_order,ORDER,BI,Paano ko maaaring kanselahin ang isang utos na ginawa ko?,0.6914838552474976,True,
problems with canceling the order I made,cancel_order,ORDER,BM,problema sa pagkansela sa utos na ginawa ko,0.6800423860549927,True,
I don't want to pay for the last order I have made,cancel_order,ORDER,B,Ayaw kong bayaran ang huling order na ginawa ko,0.8347353935241699,False,
I need assistance with canceling the last order,cancel_order,ORDER,B,Kailangan ko ng tulong sa pagkansela ng huling order,0.905076026916504,False,
how can I cancel an order?,cancel_order,ORDER,BI,paano ko maaaring kanselahin ang isang utos?,0.773952305316925,False,
help to cancel my order,cancel_order,ORDER,B,upang kanselahin ang aking utos,0.6885235905647278,True,
I have got to cancel the order I have made,cancel_order,ORDER,B,Kailangan kong kanselahin ang utos na ginawa ko,0.7292270064353943,False,
I do not know how I could cancel the order I have made,cancel_order,ORDER,BEP,Hindi ko alam kung paano ko maaaring kanselahin ang utos na ginawa ko,0.7183569669723511,False,
I need help canceling the last order I have made,cancel_order,ORDER,B,Kailangan ko ng tulong upang kanselahin ang huling utos na ginawa ko,0.7371034622192383,False,
I have a question about canceling the last order I made,cancel_order,ORDER,B,May tanong ako tungkol sa pagkansela sa huling utos na ginawa ko,0.7071095705032349,False,
I am trying to find information about canceling an order,cancel_order,ORDER,BE,Sinisikap kong hanapin ang impormasyon tungkol sa pagkansela ng isang utos,0.7479689717292786,False,
would you give me information about order cancellations?,cancel_order,ORDER,BIMP,Bibigyan mo ba ako ng impormasyon tungkol sa mga pagkansela ng order?,0.9175604581832886,False,
is it possible to cancel the last order I made?,cancel_order,ORDER,BI,Posible kayang kanselahin ang huling utos na ginawa ko?,0.624906063079834,True,
I try to cancel the last order I have made,cancel_order,ORDER,B,Sinisikap kong kanselahin ang huling utos na ginawa ko,0.7796093225479126,False,
problems with adding an item to an order,change_order,ORDER,BM,problema sa pagdaragdag ng isang bagay sa isang order,0.9125641584396362,False,
I don't know how I can add an item,change_order,ORDER,B,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay,0.6767898797988892,True,
I have a question about changing my orders,change_order,ORDER,BM,May tanong ako tungkol sa pagbabago ng aking mga utos,0.6707223653793335,True,
how can I change something of an order?,change_order,ORDER,BI,paano ko mababago ang isang bagay sa isang orden?,0.8860538005828857,False,
I want help changing the order I made,change_order,ORDER,B,Nais ko pong tulungan ako na baguhin ang kaayusan na ginawa ko,0.4951770305633545,True,
adding product to last order,change_order,ORDER,BK,pagdagdag ng produkto sa huling pagkakasunud-sunod,0.936278223991394,False,
I need help adding several items,change_order,ORDER,BM,Kailangan ko ng tulong sa pagdaragdag ng ilang bagay,0.794195294380188,False,
I am trying to change my last order,change_order,ORDER,B,Sinisikap kong baguhin ang aking huling order,0.957377314567566,False,
help me change something of an order,change_order,ORDER,B,ay nakatulong sa akin na baguhin ang isang bagay sa kaayusan,0.4084603786468506,True,
is it possible to change an order I have made?,change_order,ORDER,BI,posible kayang baguhin ang isang utos na ginawa ko?,0.5186887383460999,True,
I try to change several items of an order,change_order,ORDER,BM,Sinisikap kong baguhin ang ilang bagay ng isang order,0.8496316075325012,False,
I want assistance to change an order I have made,change_order,ORDER,B,Nais ko ng tulong upang baguhin ang isang utos na ginawa ko,0.6279675960540771,True,
could you help me change my order?,change_order,ORDER,BIP,Matutulungan mo ba akong baguhin ang aking utos?,0.6051403880119324,True,
I have forgotten to include an item,change_order,ORDER,B,Nakalimutan ko nang isama ang isang bagay,0.767743706703186,False,
I have to change my order,change_order,ORDER,B,Kailangan kong baguhin ang aking utos,0.6408802270889282,True,
I have a problem with changing some items of an order,change_order,ORDER,BM,Problema ko ang pagpapalit ng ilang bagay ng isang order,0.877676784992218,False,
I want to change something of an order,change_order,ORDER,B,Nais kong baguhin ang isang bagay ng isang utos,0.61985182762146,True,
I have got to remove something,change_order,ORDER,B,Kailangan kong alisin ang isang bagay,0.7752743363380432,False,
question about changing an order,change_order,ORDER,B,tungkol sa pagbabago ng isang order,0.9412741661071776,False,
I have to remove several items from an order,change_order,ORDER,BM,Kailangan kong alisin ang ilang bagay sa isang order,0.7882910966873169,False,
how can I remove several items from an order?,change_order,ORDER,BIM,paano ko maaalis ang ilang bagay mula sa isang orden?,0.7867119908332825,False,
I want assistance to change an item of an order,change_order,ORDER,B,Nais ko ng tulong upang baguhin ang isang bagay ng isang utos,0.6073298454284668,True,
I have to add several items to an order,change_order,ORDER,BM,Kailangan kong idagdag ang ilang bagay sa isang order,0.8817996978759766,False,
I want to add some items to an order,change_order,ORDER,BM,Nais kong idagdag ang ilang bagay sa isang order,0.8652088642120361,False,
I don't know how I could change some items of an order,change_order,ORDER,BMP,Hindi ko alam kung paano ko mababago ang ilang bagay ng isang order,0.84499192237854,False,
help with changing my order,change_order,ORDER,B,sa pagbabago ng aking kaayusan,0.4438678920269012,True,
I need to add some items to an order,change_order,ORDER,BM,Kailangan kong idagdag ang ilang bagay sa isang order,0.8904702663421631,False,
help me add several items to an order,change_order,ORDER,BM,ay nakatulong sa akin na idagdag ang ilang bagay sa isang order,0.8252243995666504,False,
I do not know how I could add something,change_order,ORDER,BEP,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay,0.725504994392395,False,
I want assistance to remove something from an order,change_order,ORDER,B,Nais ko ng tulong upang alisin ang isang bagay mula sa isang utos,0.6168017387390137,True,
problem with adding some items to an order,change_order,ORDER,BM,problema sa pagdaragdag ng ilang bagay sa isang order,0.9321107864379884,False,
I do not know how I can remove several items from an order,change_order,ORDER,BEM,Hindi ko alam kung paano ko maaalis ang ilang bagay sa isang order,0.7341693639755249,False,
I need help to add an item,change_order,ORDER,B,Kailangan ko ng tulong upang magdagdag ng isang bagay,0.6248522400856018,True,
can you help me to remove an item?,change_order,ORDER,BI,Matutulungan mo ba akong alisin ang isang bagay?,0.6736839413642883,True,
I cannot remove some items from an order,change_order,ORDER,BEM,Hindi ko matanggal ang ilang bagay sa isang order,0.7600802183151245,False,
I have to remove several items,change_order,ORDER,BM,Kailangan kong tanggalin ang ilang bagay,0.679995059967041,True,
problem with removing some items from an order,change_order,ORDER,BM,problema sa pag - aalis ng ilang bagay mula sa isang utos,0.7001513242721558,False,
could you help me remove some items from an order?,change_order,ORDER,BIMP,Matutulungan mo ba akong alisin ang ilang bagay mula sa isang utos?,0.553406834602356,True,
help me remove an item from an order,change_order,ORDER,B,ay tutulong sa akin na alisin ang isang bagay mula sa isang utos,0.4724398851394653,True,
I do not know how I can add an item,change_order,ORDER,BE,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay,0.6168978214263916,True,
I would like to change the last order,change_order,ORDER,BP,Gusto kong baguhin ang huling order,0.9510512351989746,False,
how can I remove some items from an order?,change_order,ORDER,BIM,paano ko maaalis ang ilang bagay sa isang orden?,0.7226428389549255,False,
I need help removing some items,change_order,ORDER,BM,Kailangan ko ng tulong sa pag - aalis ng ilang bagay,0.6662640571594238,True,
could you help me add something to an order?,change_order,ORDER,BIP,Matutulungan mo ba akong magdagdag ng isang bagay sa isang utos?,0.6415320038795471,True,
could you help me changing my order?,change_order,ORDER,BIP,Matutulungan mo ba akong baguhin ang aking utos?,0.5980880260467529,True,
help me change several items of an order,change_order,ORDER,BM,ay nakatulong sa akin na baguhin ang ilang bagay ng isang order,0.8107261657714844,False,
I want help changing some items of an order,change_order,ORDER,BM,Gusto kong makatulong sa pagbabago ng ilang bagay ayon sa pagkakasunud - sunod,0.7841997146606445,False,
I have problems with removing something from an order,change_order,ORDER,BM,Nahihirapan akong alisin ang isang bagay mula sa isang utos,0.5352671146392822,True,
information about order changes,change_order,ORDER,BM,tungkol sa pagbabago ng pagkakasunud - sunod,0.8643841743469238,False,
I don't know how I could add something,change_order,ORDER,BP,Hindi ko alam kung paano ako makapagdaragdag ng isang bagay,0.7892922759056091,False,
the items I have purchased aren't the ones I wanted,change_order,ORDER,BM,ang mga bagay na binili ko ay hindi ang mga bagay na nais ko,0.8070249557495117,False,
I have a problem with removing several items,change_order,ORDER,BM,May problema ako sa pag - aalis ng ilang bagay,0.7142711877822876,False,
help me to remove some items from an order,change_order,ORDER,BM,ay nakatulong sa akin na alisin ang ilang bagay mula sa isang utos,0.4215483367443084,True,
I would like to add some items to an order,change_order,ORDER,BMP,Nais kong idagdag ang ilang bagay sa isang order,0.8615076541900635,False,
I need help changing my order,change_order,ORDER,B,Kailangan ko ng tulong upang baguhin ang aking kaayusan,0.4928252696990967,True,
I try to change an item of an order,change_order,ORDER,B,Sinisikap kong baguhin ang isang bagay ng isang utos,0.5863279104232788,True,
I don't know how I can remove several items from an order,change_order,ORDER,BM,Hindi ko alam kung paano ko maaalis ang ilang bagay sa isang order,0.7650829553604126,False,
I am trying to change the last order I have made,change_order,ORDER,B,Sinisikap kong baguhin ang huling order na ginawa ko,0.8985247015953064,False,
would it be possible to change an order?,change_order,ORDER,BIP,Posible kayang baguhin ang isang utos?,0.5819939374923706,True,
can you help me to remove several items?,change_order,ORDER,BIM,Matutulungan mo ba akong alisin ang ilang bagay?,0.6876475811004639,True,
I have missed some items in the order,change_order,ORDER,BM,Hinahanap - hanap ko ang ilang bagay ayon sa pagkakasunud - sunod,0.6859207153320312,True,
how do I remove several items?,change_order,ORDER,BIM,paano ko inaalis ang ilang bagay?,0.7765758037567139,False,
will you give me information about order changes?,change_order,ORDER,BIMP,Bibigyan mo ba ako ng impormasyon tungkol sa mga pagbabago sa pagkakasunud - sunod?,0.91472327709198,False,
I have a problem with changing the order I have made,change_order,ORDER,B,May problema ako sa pagbabago ng utos na ginawa ko,0.5363888740539551,True,
help to change the last order I have made,change_order,ORDER,B,na baguhin ang huling order na ginawa ko,0.8074976801872253,False,
how to change an order?,change_order,ORDER,BI,kung paano babaguhin ang isang utos?,0.4677514433860779,True,
help me removing several items,change_order,ORDER,BM,ay nakatulong sa akin na alisin ang ilang bagay,0.4427797198295593,True,
I would like to remove something,change_order,ORDER,BP,Nais kong alisin ang isang bagay,0.7036499381065369,False,
can you help me to add something to an order?,change_order,ORDER,BI,Matutulungan mo ba akong magdagdag ng isang bagay sa isang utos?,0.587870717048645,True,
