utterance,intent,category,tags,tagalog
can I remove several items?,change_order,ORDER,BIM,pwede ba ako remove several items??
I cannot change several items of an order,change_order,ORDER,BEM,pwede ba i-change yung order ko?
could you help me add several items?,change_order,ORDER,BIMP,could you tulungan mo ako add several items?
question about changing the order I made,change_order,ORDER,B,question about changing yung order I made
assistance to change my order,change_order,ORDER,B,pwede ba i-change yung order ko?
I have a problem with removing something,change_order,ORDER,B,may problem ako sa removing something
I need assistance with changing the order I have made,change_order,ORDER,B,kailangan ko ng help para mag change ng order na ginawa ko
can you help me to change the last order I made?,change_order,ORDER,BI,pwede ba i-change yung order ko?
I would like to change the last order I have made,change_order,ORDER,BP,pwede ba i-change yung order ko?
I want help removing several items from an order,change_order,ORDER,BM,i want help removing several items from an order
help to add several items to an order,change_order,ORDER,BM,help to add several items to an order
I want to remove several items,change_order,ORDER,BM,gusto ko po remove several items
I have got to add several items,change_order,ORDER,BM,i have got to add several items
assistance to change an order,change_order,ORDER,B,pwede ba i-change yung order ko?
I have to add something,change_order,ORDER,B,i have to add something
I don't know how to add something,change_order,ORDER,B,i don't know how to add something
help with adding an item to an order,change_order,ORDER,B,help with adding an item to an order
I have a problem with adding an item,change_order,ORDER,B,may problem ako sa adding an item
I forgot to include some items in my order,change_order,ORDER,BM,I forgot to include some items in order ko
can I change the order I have made?,change_order,ORDER,BI,pwede ba i-change yung order ko?
I have problems with changing orders,change_order,ORDER,BM,may problem ako sa pag-change ng something sa order ko
assistance with changing an order,change_order,ORDER,B,assistance with changing an order
can you help me remove something from an order?,change_order,ORDER,BI,pwede ba tulungan mo ako remove something from an order??
I need assistance removing something,change_order,ORDER,B,i need assistance removing something
could I change the order I made?,change_order,ORDER,BIP,pwede ba i-change yung order ko?
I try to remove something from an order,change_order,ORDER,B,i try to remove something from an order
how to remove some items from an order?,change_order,ORDER,BIM,how to remove some items from an order?
I need help to add some items,change_order,ORDER,BM,need ko po help to add some items
assistance with removing several items from an order,change_order,ORDER,BM,assistance with removing several items from an order
help me change an item of an order,change_order,ORDER,B,pwede ba i-change yung order ko?
would it be possible to remove an item?,change_order,ORDER,BIP,would it be possible to remove an item?
I try to add something,change_order,ORDER,B,i try to add something
how can I change several items of an order?,change_order,ORDER,BIM,pwede ba i-change yung order ko?
I need help with removing something,change_order,ORDER,B,need ko po help sa removing something
how can I add something?,change_order,ORDER,BI,how can i add something?
could I remove several items from an order?,change_order,ORDER,BIMP,could i remove several items from an order?
I have a question about changing an order I made,change_order,ORDER,B,i have a question about changing an order i made
help to change the last order I made,change_order,ORDER,B,pwede ba i-change yung order ko?
I need assistance changing several items of an order,change_order,ORDER,BM,i need assistance changing several items of an order
I can't change my last order,change_order,ORDER,B,pwede ba i-change yung order ko?
how to add something?,change_order,ORDER,BI,how to add something?
I need help with adding an item to an order,change_order,ORDER,B,need ko po help sa adding an item to an order
I don't know how to remove some items from an order,change_order,ORDER,BM,i don't know how to remove some items from an order
I need assistance with removing several items from an order,change_order,ORDER,BM,i need assistance with removing several items from an order
could you help me removing something?,change_order,ORDER,BIP,could you tulungan mo ako removing something?
how to add something to an order?,change_order,ORDER,BI,how to add something to an order?
can you help me change my order?,change_order,ORDER,BI,pwede ba i-change yung order ko?
problem with changing an order,change_order,ORDER,B,may problem sa changing an order
I need help with changing the order I made,change_order,ORDER,B,need ko po help sa changing yung order I made
I need help to add several items,change_order,ORDER,BM,need ko po help to add several items
I have to change my last order,change_order,ORDER,B,pwede ba i-change yung order ko?
order change,change_order,ORDER,BK,order change
I want help to add some items,change_order,ORDER,BM,i want help to add some items
how could I get information about order changes?,change_order,ORDER,BIMP,how could i get information about order changes?
would it be possible to change an order I have made?,change_order,ORDER,BIP,pwede ba i-change yung order ko?
I need assistance to change an order,change_order,ORDER,B,pwede ba i-change yung order ko?
I purchased the wrong item,change_order,ORDER,B,i purchased yung wrong item
change some items of an order,change_order,ORDER,BM,pwede ba i-change yung order ko?
can you help me remove something?,change_order,ORDER,BI,pwede ba tulungan mo ako remove something??
I need help to change an order I made,change_order,ORDER,B,pwede ba i-change yung order ko?
I need help to change several items of an order,change_order,ORDER,BM,pwede ba i-change yung order ko?
could I add an item to an order?,change_order,ORDER,BIP,could i add an item to an order?
add some items to an order,change_order,ORDER,BM,add some items to an order
help to add an item,change_order,ORDER,B,tulungan mo ako mag-add ng item
help with adding some items,change_order,ORDER,BM,help with adding some items
I have problems with removing something,change_order,ORDER,BM,i have problems with removing something
I don't know how to remove an item,change_order,ORDER,B,i don't know how to remove an item
how could I change an item of an order?,change_order,ORDER,BIP,pwede ba i-change yung order ko?
how can I add an item to an order?,change_order,ORDER,BI,how can i add an item to an order?
I cannot remove some items,change_order,ORDER,BEM,i cannot remove some items
I need help to change something of an order,change_order,ORDER,B,pwede ba i-change yung order ko?
I am trying to change the last order I made,change_order,ORDER,B,pwede ba i-change yung order ko?
I do not know how I could remove an item from an order,change_order,ORDER,BEP,i do not know how i could remove an item from an order
I have got to change an order,change_order,ORDER,B,pwede ba i-change yung order ko?
I need to change the last order,change_order,ORDER,B,pwede ba i-change yung order ko?
could I add something?,change_order,ORDER,BIP,could i add something?
can you help me adding some items to an order?,change_order,ORDER,BIM,pwede ba tulungan mo ako adding some items to an order??
I want assistance to add several items,change_order,ORDER,BM,i want assistance to add several items
assistance to remove an item,change_order,ORDER,B,assistance to remove an item
I have forgotten to include several items in my order,change_order,ORDER,BM,I have forgotten to include several items in order ko
help with changing the order I made,change_order,ORDER,B,help with changing yung order I made
assistance adding something,change_order,ORDER,B,assistance adding something
I want assistance to change the last order,change_order,ORDER,B,pwede ba i-change yung order ko?
can you help me to add some items?,change_order,ORDER,BIM,pwede ba tulungan mo ako to add some items??
can you help me to remove something?,change_order,ORDER,BI,pwede ba tulungan mo ako to remove something??
problem with changing several items of an order,change_order,ORDER,BM,may problem sa changing several items of an order
I want help removing an item,change_order,ORDER,B,i want help removing an item
help to change the order I made,change_order,ORDER,B,pwede ba i-change yung order ko?
I want assistance to change an order I made,change_order,ORDER,B,pwede ba i-change yung order ko?
is it possible to change an order?,change_order,ORDER,BI,pwede ba i-change yung order ko?
I need help with removing an item,change_order,ORDER,B,need ko po help sa removing an item
can you help me removing something?,change_order,ORDER,BI,pwede ba tulungan mo ako removing something??
